Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Treatment,x
control_18,pc1,0.2437678508771282,0.33301826958621084,-0.06333747427945965,-11.233129577779744,10,15.162265179901757,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0040845248738844075, -0.01271025927679566, 0.04007023739881674, 0.04717471141705363, 0.08566804870021616, 0.035840239250416746, -0.12735273195304117, -0.14805941219045052, -0.1157191524524474, -0.05250199944461115]"
control_18,pc2,0.19513416068480471,0.7290545184909496,0.08771315017235351,-14.793478616537929,10,14.611627100710667,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004216617226864441, 0.030631267060530085, -0.001163491646387009, 0.08251067336322554, 0.04713759149698608, 0.05960587329311747, 0.09175687443438654, 0.10488275871309617, 0.17291584618881606, 0.07209126382783848]"
control_18,pc3,0.23496837825783173,0.26530651858891463,0.15025390181967965,-11.821334794448752,10,15.060188135250964,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0011479582840481584, -0.015144274504871363, 0.06200209728169649, 0.08063473867071733, 0.04549115228695952, 0.1838196329415772, 0.22914169580501423, 0.2049492722522637, 0.1990327864812661, 0.12854645554543598]"
control_19,pc1,0.19202832742377024,1.1366169928499001,0.14365990838769535,-15.05036517689253,10,14.577195489708274,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0024218899529430417, 0.14428428052275433, 0.1405615892638228, 0.08988008129439999, 0.17269366326678232, 0.08816486529608919, 0.19707139312155422, 0.18235977839960896, 0.1352618965740391, 0.15946503794576242]"
control_19,pc2,0.218902663662851,0.23070862305593592,0.05021630737217879,-12.954435700146048,10,14.877123490789966,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0034564488321278297, -0.07225512538156721, -0.0030828042722581828, 0.029902635487533025, 0.027430763619656393, 0.01805756078226405, 0.10962864639087908, 0.1158296854944099, 0.1308565232173017, 0.060306267442713474]"
control_19,pc3,0.19854012427017975,0.5445383902266878,0.1469643987810284,-14.516688359951667,10,14.649402181999523,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.002103780194530509, 0.041859940679742094, 0.02731336070712759, 0.07159029025674425, 0.1438048351398335, 0.14590622288308167, 0.17634888812925203, 0.09740908022248823, 0.19298131695357984, 0.15893908262789358]"
control_20,pc1,0.17495893203191337,1.5402355016448768,0.06489667537229153,-16.53972951869487,10,14.388469327401022,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004841693757662984, 0.1162245518550112, 0.11266962811115552, 0.05630311922371008, 0.07443203013014403, 0.10895182830335569, 0.014538010971054616, 0.10490803192658064, 0.03178563757648602, 0.02306283282333519]"
control_20,pc2,0.1901052666153483,0.9885915748349872,0.02881023789970134,-15.211343183690369,10,14.55591717675594,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.006033968063615489, 0.0894086533587115, 0.012764102861017881, 0.018291479961361566, 0.05617549308085714, 0.018714697713565938, 0.010404396945165595, -0.03893763677331614, 0.01827696594974562, 0.056677066318835734]"
control_20,pc3,0.24570519314326864,0.3780099535787478,0.07607605270642419,-11.106561285753402,10,15.18492791898381,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0069931519455809135, -0.00875224603220399, 0.045877093873496005, 0.0894566604257662, 0.01018887624482509, -0.03301488805894384, -0.02092200645237598, 0.1367909337109481, 0.14469747590957574, 0.13931283424795665]"
control_21,pc1,0.2661111011270069,0.729256557202408,0.0537401954966321,-9.830005140486193,10,15.429121085804972,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.009770208923214705, -0.042953136523093294, -0.01129498449813316, -0.04711478712558109, 0.10989261226344801, 0.1382581465958808, 0.04678018555898451, 0.1515867250854344, 0.08373883958975664, 0.0037284870153020816]"
control_21,pc2,0.18715046476388766,1.1743541191861906,-0.019733733478413944,-15.461966247384906,10,14.523233564087787,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004224884944348648, -0.09398622436336274, -0.05331883771354619, -0.0006434146923564865, -0.04854348457968764, -0.04048881000248182, -0.0035480114793792553, -0.0006603009905065379, 0.008007927689650494, 0.017998960007097185]"
control_21,pc3,0.2355421650122651,0.44556062484511844,0.08147494954049833,-11.782320230800961,10,15.066799755211779,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00161814930735962, 0.11649004960429898, 0.09438092632618962, 0.13407157596058816, 0.16576904344082133, 0.14998556700398885, 0.04997758751268, -0.0012758145002537968, 0.028932794705937667, -0.007857614241204298]"
control_22,pc1,0.24095701024193117,0.27438324167279027,-0.006945068410071581,-11.41875317682589,10,15.129485961289012,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0013580080992415878, 0.14764977772184876, 0.11490830635926472, 0.06242716305631466, 0.03387708432478242, 0.013509983205640896, -0.008598892770443647, -0.03079094812372017, -0.07268178958629269, -0.07987997711320419]"
control_22,pc2,0.21732291650654514,0.5705097565366368,-0.04028643745422626,-13.070466724703559,10,14.859289526767451,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009196986888018784, 0.017094857566830844, -0.008488478710173029, 0.007607231839405485, -0.05716086465979989, -0.06290208768123032, -0.08160587240488265, -0.10512009952650918, -0.10656153100885046, 0.022915224404546436]"
control_22,pc3,0.27197513959288755,0.5060482719028381,-0.07110696481365206,-9.481086814663982,10,15.50140209481404,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.003032332210391804, -0.15145067813623994, -0.24948854533689402, -0.23725703966213138, -0.1393176871759303, -0.08689512297649643, -0.04651897480946705, -0.08958827530400454, 0.06842145974677111, 0.00765518109555359]"
control_23,pc1,0.2466960277616529,0.7987926105591419,0.06981535240933603,-11.042106422554326,10,15.196568356412957,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0043985002815174834, 0.07861361306046402, -0.04724429406682876, -0.025574712198177352, 0.03437105340523741, 0.18969465907072597, 0.10637098735626405, 0.002043004577992405, 0.08545855564491969, 0.0437303220874343]"
control_23,pc2,0.23884313682980846,0.6738224990704926,0.0683936620835506,-11.559727216684166,10,15.104945468413671,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0030023628315679176, -0.017692540234399035, -0.017380216747295278, 0.05252309962287025, 0.06641040871493646, 0.059357078419541257, 0.20034934711287128, 0.10611978209374594, 0.022404516574656072, 0.03798482774907666]"
control_23,pc3,0.23371533147328588,0.2585794582934777,0.2700283109661258,-11.906838580754414,10,15.04577418858166,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.009474140093516176, 0.0517401403035129, 0.020408089402779606, 0.1496075979340656, 0.09566960654113728, 0.09912429576054474, 0.1647472107592437, 0.15908552927168626, 0.19415184019752812, 0.30600423415061356]"
control_24,pc1,0.19381023193085267,0.9993578722801073,0.06526503819914242,-14.902405052679036,10,14.596954774285546,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.003911474710069878, 0.06396389814988088, 0.046444358488331124, 0.044787103844298966, 0.06286304396909957, -0.003974291103862673, 0.07481220466712059, 0.14029635357687292, 0.05725263754920348, 0.08205263323368961]"
control_24,pc2,0.22072893389718917,0.37635978478432774,0.024067171946542988,-12.821541175350871,10,14.897746678493743,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.008445561014157239, -0.05714960055945126, -0.018116742499467535, -0.06690147788203799, 0.021519749855973228, 0.0907141581328878, 0.0777380977511343, 0.0874901053368459, 0.06765602377098956, 0.01886656970566781]"
control_24,pc3,0.19274496153552276,0.40554162648640035,0.05605283623924516,-14.990636192490351,10,14.585148495318636,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00611549902918324, -0.00984124527088685, 0.036441161281309004, 0.012768141619560011, 0.007448616958775202, 0.0685592492032155, 0.10325590675066758, 0.12615655758051825, 0.04531178371724817, 0.06958276657458552]"
control_25,pc1,0.25964817649170124,0.4712089829885494,-0.11764732038285902,-10.223335931798983,10,15.350654112743765,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0007273209817402604, -0.041099262264623126, -0.05310308409327742, -0.19305609629863102, -0.184961534282856, -0.20022569587537392, -0.13817045066562444, -0.16636181146538095, -0.08402658508194713, 0.025476856247989565]"
control_25,pc2,0.22690665030692722,0.7106319418206912,-0.060329236497669456,-12.379979401614477,10,14.967838793177352,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0030021635758441566, 0.014001517682556558, 0.02481296822415281, -0.0440084712224699, 0.01927655903419384, -0.04577571055209946, -0.13535158619868373, -0.1063820369661837, -0.02696626601476887, -0.10787019383226955]"
control_25,pc3,0.28998336640319944,0.3034119531513201,0.22233282847888253,-8.455248949758246,10,15.73042514799122,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.009478656484985222, -0.03533901183888385, -0.07823667302956767, 0.011583310980546338, 0.004457996025207564, 0.23714216984655723, 0.31287678998765023, 0.30714045158056436, 0.214239548775145, 0.19716379731810976]"
control_26,pc1,0.24469324762432848,0.9280547531126568,0.08567006786468086,-11.172425933178564,10,15.173102455166147,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-6.469412784485763e-05, 0.15372512183598344, 0.16466789919178962, 0.08533622332868965, 0.10393662793970708, -0.023192056083646148, 0.0025876569553889943, 0.09054093122076314, 0.10766652240527806, 0.15368205078738137]"
control_26,pc2,0.2404950994565524,0.8082222467154856,-0.03671133563945858,-11.44930767467196,10,15.12414147384398,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.008895078543710053, 0.009565067173977688, 0.05589849349674315, -0.06503102993503332, -0.03741715261324055, 0.026671535834059165, -0.007226661643676267, 0.0458455535055409, -0.07426346151348509, -0.14445786598224458]"
control_26,pc3,0.18247167495654815,0.13497307200333683,0.2502107478608062,-15.86696784426728,10,14.471521091658673,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0008904537226504129, -0.026931263250221778, -0.07502238809819159, -0.03378911493506187, 0.004955344445861237, 0.07268959076206148, 0.15201513333719294, 0.13579452286264618, 0.1602899037291851, 0.165034433190469]"
control_27,pc1,0.23040631306218173,0.9940208383908924,-0.06517563958129557,-12.135007505620539,10,15.007811084622976,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.001885026032117818, -0.027914226410754826, -0.10287546725349853, -0.13355491239687217, -0.061826516734145714, -0.06930933597846109, -0.04279344054012067, 0.034119669473928665, -0.14219341253686038, -0.07792192591938883]"
control_27,pc2,0.2240917002326665,0.29696903748029296,-0.028325158534272157,-12.579613960847738,10,14.935844871871232,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0031435137145919413, 0.05899494294744692, -0.07396447201326978, 0.007943744434115288, -0.02518680593558662, -0.07647957129058722, -0.07600979563963238, -0.13597661504733285, -0.12159873654438305, -0.05360334558769783]"
control_27,pc3,0.1904627802666825,0.9865921914876803,0.022799124229587894,-15.181216393768967,10,14.559882199802063,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0011420285634438354, -0.02927683887567752, 0.016661997252544854, 0.07451637537287031, 0.027615951899226915, 0.025249030959459535, 0.05418063113157404, -0.025192154284137173, -0.0022671441440331452, 0.05739673278994315]"
control_28,pc1,0.22844497081614484,1.3456734378964441,0.02971915692591403,-12.27187539039602,10,14.985379818807015,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00418679908792488, 0.023301863738908638, -0.014757420986621524, -0.01829272704400749, -0.01614943752718525, 0.06725195742403586, -0.029673114884291724, 0.12790332593164902, 0.016490521857509016, 0.10176156472506478]"
control_28,pc2,0.23262227005863467,0.7330166012155606,0.06103699024738404,-11.981867089324103,10,15.03321113785648,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.003445588763934835, 0.11239943940265318, 0.05984830199184435, -0.004031317038031779, -0.014299265307341368, -0.0013832088388134722, 0.10885072544018186, 0.1412435741744624, 0.05225032628581544, 0.055247089107319694]"
control_28,pc3,0.24148862207197036,0.4151830601437212,-0.058725820476554766,-11.383465626626977,10,15.135676162106442,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007130048283206767, -0.026311780692057574, -0.08066242549247513, 0.03931199600884913, 0.061760413183151584, -0.018675739061417777, -0.06007220702967, -0.1552447097960366, -0.11910383762152627, -0.10712226619382066]"
control_29,pc1,0.20386056128283306,0.730200060720706,0.10747119311488451,-14.09361656805768,10,14.708556061593505,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.006327628145469277, 0.09089804094281641, 0.15009829477379982, 0.11062787286137622, 0.06165055545566826, 0.044616178118469296, 0.09056717857226923, 0.19518099140346876, 0.1462969926689358, 0.10524825492804765]"
control_29,pc2,0.23135996704953524,0.4126753079957375,0.03873217552012237,-12.069063542254765,10,15.018709106926922,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0011874919957590268, -0.013605709655863671, -0.048518124699939026, -0.035726611409102715, -0.0193588052180958, 0.011823412705487722, 0.10633330019415096, 0.14538983713429557, 0.11010365931624874, -0.01779330874433152]"
control_29,pc3,0.22438932340864842,0.11908643369855192,0.135038965897266,-12.558322887173137,10,14.939232751933854,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009385009298322202, 0.02913686912710276, -0.0625488392393466, -0.0637084271429389, -0.11846394722523866, -0.12392687891854141, -0.07927482879383778, 0.05243550530162251, 0.07377001192585812, 0.06701017195219135]"
control_30,pc1,0.2350542917385091,0.6894686660427214,0.06952600631449177,-11.81551611491938,10,15.061172814583962,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0071626356835028425, 0.0915297352450797, 0.042410782138959546, 0.00026915607327298446, 0.029771949191879483, 0.049168658590360334, 0.0011439952996343122, 0.02051158818770231, 0.17107319847799995, 0.1198562243153319]"
control_30,pc2,0.23323903401444152,0.40489528941861624,-0.07844354335500642,-11.939417755549718,10,15.040309314832744,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0013804791151455808, -0.05990340984379643, -0.20956085585228343, -0.23188855165779787, -0.18132438534389722, -0.1370240675755495, 0.007850778607303766, -0.02477156715622183, -0.08666527844819272, -0.05497845070735957]"
control_30,pc3,0.17571985827777492,0.2823287993946999,0.04425462419794106,-16.470330550885915,10,14.396878772268273,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00893527069412107, -0.02867502180072222, -0.03362207717170417, -0.050993187411090636, 0.015986120215105808, -0.0007979774714575831, 0.025919852504229134, 0.06473286322409397, 0.039425019898666654, 0.07146806516944289]"
control_31,pc1,0.18338540780510992,0.4750039806343249,0.04917799746905037,-15.787190284924227,10,14.481602260512341,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.006411089546439548, -0.013182261517108256, -0.005981344264474173, -0.007539950785734189, 0.026309897046290158, 0.0670158827340531, 0.12170514751229462, 0.040484367928736054, 0.04457150229789415, 0.05458672888414379]"
control_31,pc2,0.20234561607992835,0.6537610486370449,0.07842019314188967,-14.212842170017714,10,14.691708131852128,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.008266858940504204, 0.053970971850728106, -0.026747876386390118, 0.05401540676905291, 0.03644727047555674, 0.025495317229463205, 0.03882740997378201, 0.043907289611052204, 0.16533191043102494, 0.11178866457921592]"
control_31,pc3,0.26371552953168537,0.4448461070404224,-0.024660996147684758,-9.974583424273796,10,15.399919600147385,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.008179771246112234, -0.12737274511946475, -0.09084362774371643, -0.11371680314327558, -0.03210446066770932, -0.08089394575416023, -0.04545337337544343, -0.023450822723331974, 0.09940862761373069, 0.08099961617602211]"
control_32,pc1,0.19829537799954655,1.1474856796737063,-0.0316072026156102,-14.53648701930314,10,14.646676330224935,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0013122038452484165, -0.08423423298827047, -0.09756301801438769, -0.03435058451669237, -0.06442937320533973, -0.030267746875334872, -0.014584379663477802, -0.0010560935402527082, 0.04351452012072274, -0.07562488892679509]"
control_32,pc2,0.25496532746211975,0.0701413946714109,-0.22873678051497565,-10.514528032700703,10,15.294484153995338,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.005928998387296645, -0.006473879724602668, 0.06170931487894385, 0.12220029985588038, 0.08609492967015064, 0.07707267485576855, 0.12695712143050647, 0.11319773792338676, 0.05075582731318072, -0.11043163741388111]"
control_32,pc3,0.24137345658179513,0.009613226624045169,-1.0438163126433233,-11.391036583336577,10,15.134346436974592,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.003705030300860528, 0.1085795016268656, 0.04637499122784177, -0.0047208165097350485, 0.02106837255981121, -0.017433479302541025, -0.03832150060350263, -0.02605257254089708, -0.030689571670802468, -0.13833214790132015]"
control_33,pc1,0.21048389544342627,0.9268441712668276,0.019750044867606738,-13.58200098273134,10,14.782509081905962,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00929917001454741, -0.015532040593784747, 0.0830469379519021, 0.062171800461231316, -0.014374600822648256, 0.03239133311319332, 0.11544676162011222, -0.0050472256348668, -0.019955131031849923, 0.010583766784411978]"
control_33,pc2,0.23352893746117925,0.8816200484861276,-0.15479389426176,-11.91976881698818,10,15.04360346619769,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0021628933793709226, -0.09388755683666539, -0.13003902599305314, -0.12653119082003544, -0.1607030894814037, -0.11037680341835353, -0.270046232655691, -0.18680666886245942, -0.0979904445219883, -0.17381795053778581]"
control_33,pc3,0.20816871398712525,1.0057040939243393,-0.01517413480999838,-13.758957314258176,10,14.756619893892134,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004437508105247929, -0.036067074901338675, -0.020739705924715253, 0.0627566065663657, -0.0149818653564181, -0.07112306933812493, -0.028651299200722888, -0.06971881345490519, 0.018606763021498593, 0.01777259174892041]"
control_34,pc1,0.23896929441335435,0.5346221059960796,-0.013645447929653807,-11.551121885541118,10,15.106434869604026,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.008446320526152976, -0.0069226462446989965, -0.03995839667828816, 0.09232095349608865, 0.0675863099633551, -0.023842722014983095, -0.09969340562046884, -0.08612689860119578, -0.06701423606186632, -0.011528958133329499]"
control_34,pc2,0.22688885242557422,0.44454974447663453,-0.1413462078608454,-12.381137309217882,10,14.967651740611384,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0059103378203899035, -0.030044593949884044, -0.07212336791183296, -0.10284625800153228, -0.05809707986891843, -0.06642924306382511, -0.2025407092551721, -0.19039750864540111, -0.1260045419162637, -0.18420639615785395]"
control_34,pc3,0.26157072732292563,0.5024778777746288,0.022725345754806628,-10.105314267183918,10,15.373877098922748,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.006341868620452988, 0.05394107927343197, 0.013534334806641929, -0.10059291643550097, -0.05943423578217458, -0.10413935342584407, 0.060897775356340306, 0.04739176986227249, 0.05813210509930537, 0.09642209154391004]"
destabilizing_treatment_0,pc1,0.20395356700205242,0.9814279216170506,-0.009380006415044068,-14.086383688248965,10,14.709582730138822,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment']","[-0.0004708657632630331, -0.02545812842000811, -0.012123366518650779, 0.06592966282768281, 0.009396868373676266, 0.014952858164734179, -0.0405302616651972, -0.07520155689259653, 0.01724514563664628, -0.04036679581291103]"
destabilizing_treatment_0,pc2,0.20646701160550812,-0.33326709405284294,-0.05794862191927885,-13.890338063888967,10,14.737613009754028,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment', 'destabilizing_treatment']","[0.004350890733455946, -0.028685036775342142, -0.009560702268557514, -0.04340078786287229, -0.008008552417874952, -0.01864167721058387, 0.04083707178936896, 0.07823283793359725, 0.19352949566655786, 0.257064750376311]"
